dex_number,dex_number_int,species_display_name,form_display_name,form_api_name,is_default,types,hp,attack,defense,special_attack,special_defense,speed,abilities,move_count,height,weight,generation,is_legendary,is_mythical
0745,745,Lycanroc,Lycanroc Midnight,lycanroc-midnight,False,rock,85,115,75,55,75,82,Keen Eye|Vital Spirit|No Guard,88,11,250,generation-vii,False,False
0745,745,Lycanroc,Lycanroc Dusk,lycanroc-dusk,False,rock,75,117,65,55,65,110,Tough Claws,78,8,250,generation-vii,False,False
0746,746,Wishiwashi,Wishiwashi Solo,wishiwashi-solo,True,water,45,20,20,25,25,40,Schooling,52,2,3,generation-vii,False,False
0746,746,Wishiwashi,Wishiwashi School,wishiwashi-school,False,water,45,140,130,140,135,30,Schooling,52,82,786,generation-vii,False,False
0747,747,Mareanie,Mareanie,mareanie,True,poison|water,50,53,62,43,52,45,Merciless|Limber|Regenerator,66,4,80,generation-vii,False,False
0748,748,Toxapex,Toxapex,toxapex,True,poison|water,50,63,152,53,142,35,Merciless|Limber|Regenerator,73,7,145,generation-vii,False,False
0749,749,Mudbray,Mudbray,mudbray,True,ground,70,100,70,45,55,45,Own Tempo|Stamina|Inner Focus,57,10,1100,generation-vii,False,False
0750,750,Mudsdale,Mudsdale,mudsdale,True,ground,100,125,100,55,85,35,Own Tempo|Stamina|Inner Focus,62,25,9200,generation-vii,False,False
0751,751,Dewpider,Dewpider,dewpider,True,water|bug,38,40,52,40,72,27,Water Bubble|Water Absorb,63,3,40,generation-vii,False,False
0752,752,Araquanid,Araquanid,araquanid,True,water|bug,68,70,92,50,132,42,Water Bubble|Water Absorb,70,18,820,generation-vii,False,False
0752,752,Araquanid,Araquanid Totem,araquanid-totem,False,water|bug,68,70,92,50,132,42,Water Bubble|Water Absorb,50,31,2175,generation-vii,False,False
0753,753,Fomantis,Fomantis,fomantis,True,grass,40,55,35,50,35,35,Leaf Guard|Contrary,57,3,15,generation-vii,False,False
0754,754,Lurantis,Lurantis,lurantis,True,grass,70,105,90,80,90,45,Leaf Guard|Contrary,71,9,185,generation-vii,False,False
0754,754,Lurantis,Lurantis Totem,lurantis-totem,False,grass,70,105,90,80,90,45,Leaf Guard|Contrary,55,15,580,generation-vii,False,False
0755,755,Morelull,Morelull,morelull,True,grass|fairy,40,35,55,65,75,15,Illuminate|Effect Spore|Rain Dish,56,2,15,generation-vii,False,False
0756,756,Shiinotic,Shiinotic,shiinotic,True,grass|fairy,60,45,80,90,100,30,Illuminate|Effect Spore|Rain Dish,58,10,115,generation-vii,False,False
0757,757,Salandit,Salandit,salandit,True,poison|fire,48,44,40,71,40,77,Corrosion|Oblivious,77,6,48,generation-vii,False,False
0758,758,Salazzle,Salazzle,salazzle,True,poison|fire,68,64,60,111,60,117,Corrosion|Oblivious,92,12,222,generation-vii,False,False
0758,758,Salazzle,Salazzle Totem,salazzle-totem,False,poison|fire,68,64,60,111,60,117,Corrosion|Oblivious,57,21,810,generation-vii,False,False
0759,759,Stufful,Stufful,stufful,True,normal|fighting,70,75,50,45,50,50,Fluffy|Klutz|Cute Charm,62,5,68,generation-vii,False,False
0760,760,Bewear,Bewear,bewear,True,normal|fighting,120,125,80,55,60,60,Fluffy|Klutz|Unnerve,70,21,1350,generation-vii,False,False
0761,761,Bounsweet,Bounsweet,bounsweet,True,grass,42,30,38,30,38,32,Leaf Guard|Oblivious|Sweet Veil,58,3,32,generation-vii,False,False
0762,762,Steenee,Steenee,steenee,True,grass,52,40,48,40,48,62,Leaf Guard|Oblivious|Sweet Veil,64,7,82,generation-vii,False,False
0763,763,Tsareena,Tsareena,tsareena,True,grass,72,120,98,50,98,72,Leaf Guard|Queenly Majesty|Sweet Veil,77,12,214,generation-vii,False,False
0764,764,Comfey,Comfey,comfey,True,fairy,51,52,90,82,110,100,Flower Veil|Triage|Natural Cure,82,1,3,generation-vii,False,False
0765,765,Oranguru,Oranguru,oranguru,True,normal|psychic,90,60,80,90,110,60,Inner Focus|Telepathy|Symbiosis,91,15,760,generation-vii,False,False
0766,766,Passimian,Passimian,passimian,True,fighting,100,120,90,40,60,80,Receiver|Defiant,91,20,828,generation-vii,False,False
0767,767,Wimpod,Wimpod,wimpod,True,bug|water,25,35,40,20,30,80,Wimp Out,38,5,120,generation-vii,False,False
0768,768,Golisopod,Golisopod,golisopod,True,bug|water,75,125,140,60,90,40,Emergency Exit,81,20,1080,generation-vii,False,False
0768,768,Golisopod,Golisopod Mega,golisopod-mega,False,bug|steel,75,150,175,70,120,40,,0,23,1480,generation-vii,False,False
0769,769,Sandygast,Sandygast,sandygast,True,ghost|ground,55,55,80,70,45,15,Water Compaction|Sand Veil,72,5,700,generation-vii,False,False
0770,770,Palossand,Palossand,palossand,True,ghost|ground,85,75,110,100,75,35,Water Compaction|Sand Veil,73,13,2500,generation-vii,False,False
0771,771,Pyukumuku,Pyukumuku,pyukumuku,True,water,55,60,130,30,130,5,Innards Out|Unaware,40,3,12,generation-vii,False,False
0772,772,Type: Null,Type: Null,type-null,True,normal,95,95,95,95,95,59,Battle Armor,56,19,1205,generation-vii,True,False
0773,773,Silvally,Silvally,silvally,True,normal,95,95,95,95,95,95,Rks System,88,23,1005,generation-vii,True,False
0774,774,Minior,Minior Red Meteor,minior-red-meteor,True,rock|flying,60,60,100,60,100,60,Shields Down,64,3,400,generation-vii,False,False
0774,774,Minior,Minior Orange Meteor,minior-orange-meteor,False,rock|flying,60,60,100,60,100,60,Shields Down,64,3,400,generation-vii,False,False
0774,774,Minior,Minior Yellow Meteor,minior-yellow-meteor,False,rock|flying,60,60,100,60,100,60,Shields Down,64,3,400,generation-vii,False,False
0774,774,Minior,Minior Green Meteor,minior-green-meteor,False,rock|flying,60,60,100,60,100,60,Shields Down,64,3,400,generation-vii,False,False
0774,774,Minior,Minior Blue Meteor,minior-blue-meteor,False,rock|flying,60,60,100,60,100,60,Shields Down,64,3,400,generation-vii,False,False
0774,774,Minior,Minior Indigo Meteor,minior-indigo-meteor,False,rock|flying,60,60,100,60,100,60,Shields Down,64,3,400,generation-vii,False,False
0774,774,Minior,Minior Violet Meteor,minior-violet-meteor,False,rock|flying,60,60,100,60,100,60,Shields Down,64,3,400,generation-vii,False,False
0774,774,Minior,Minior Red,minior-red,False,rock|flying,60,100,60,100,60,120,Shields Down,64,3,3,generation-vii,False,False
0774,774,Minior,Minior Orange,minior-orange,False,rock|flying,60,100,60,100,60,120,Shields Down,64,3,3,generation-vii,False,False
0774,774,Minior,Minior Yellow,minior-yellow,False,rock|flying,60,100,60,100,60,120,Shields Down,64,3,3,generation-vii,False,False
0774,774,Minior,Minior Green,minior-green,False,rock|flying,60,100,60,100,60,120,Shields Down,64,3,3,generation-vii,False,False
0774,774,Minior,Minior Blue,minior-blue,False,rock|flying,60,100,60,100,60,120,Shields Down,64,3,3,generation-vii,False,False
0774,774,Minior,Minior Indigo,minior-indigo,False,rock|flying,60,100,60,100,60,120,Shields Down,64,3,3,generation-vii,False,False
0774,774,Minior,Minior Violet,minior-violet,False,rock|flying,60,100,60,100,60,120,Shields Down,64,3,3,generation-vii,False,False
0775,775,Komala,Komala,komala,True,normal,65,115,65,75,95,65,Comatose,73,4,199,generation-vii,False,False
0776,776,Turtonator,Turtonator,turtonator,True,fire|dragon,60,78,135,91,85,36,Shell Armor,80,20,2120,generation-vii,False,False
0777,777,Togedemaru,Togedemaru,togedemaru,True,electric|steel,65,98,63,40,73,96,Iron Barbs|Lightning Rod|Sturdy,78,3,33,generation-vii,False,False
0777,777,Togedemaru,Togedemaru Totem,togedemaru-totem,False,electric|steel,65,98,63,40,73,96,Iron Barbs|Lightning Rod|Sturdy,68,6,130,generation-vii,False,False
0778,778,Mimikyu,Mimikyu Disguised,mimikyu-disguised,True,ghost|fairy,55,90,80,50,105,96,Disguise,87,2,7,generation-vii,False,False
0778,778,Mimikyu,Mimikyu Busted,mimikyu-busted,False,ghost|fairy,55,90,80,50,105,96,Disguise,88,2,7,generation-vii,False,False
0778,778,Mimikyu,Mimikyu Totem Disguised,mimikyu-totem-disguised,False,ghost|fairy,55,90,80,50,105,96,Disguise,66,4,28,generation-vii,False,False
0778,778,Mimikyu,Mimikyu Totem Busted,mimikyu-totem-busted,False,ghost|fairy,55,90,80,50,105,96,Disguise,67,4,28,generation-vii,False,False
0779,779,Bruxish,Bruxish,bruxish,True,water|psychic,68,105,70,70,70,92,Dazzling|Strong Jaw|Wonder Skin,84,9,190,generation-vii,False,False
0780,780,Drampa,Drampa,drampa,True,normal|dragon,78,60,85,135,91,36,Berserk|Sap Sipper|Cloud Nine,88,30,1850,generation-vii,False,False
0780,780,Drampa,Drampa Mega,drampa-mega,False,normal|dragon,78,85,110,160,116,36,Berserk,0,30,2405,generation-vii,False,False
0781,781,Dhelmise,Dhelmise,dhelmise,True,ghost|grass,70,131,100,86,90,40,Steelworker,76,39,2100,generation-vii,False,False
0782,782,Jangmo-o,Jangmo-o,jangmo-o,True,dragon,45,55,65,45,45,45,Bulletproof|Soundproof|Overcoat,66,6,297,generation-vii,False,False
0783,783,Hakamo-o,Hakamo-o,hakamo-o,True,dragon|fighting,55,75,90,65,70,65,Bulletproof|Soundproof|Overcoat,80,12,470,generation-vii,False,False
0784,784,Kommo-o,Kommo-o,kommo-o,True,dragon|fighting,75,110,125,100,105,85,Bulletproof|Soundproof|Overcoat,107,16,782,generation-vii,False,False
0784,784,Kommo-o,Kommo O Totem,kommo-o-totem,False,dragon|fighting,75,110,125,100,105,85,Bulletproof|Soundproof|Overcoat,80,24,2075,generation-vii,False,False
0785,785,Tapu Koko,Tapu Koko,tapu-koko,True,electric|fairy,70,115,85,95,75,130,Electric Surge|Telepathy,74,18,205,generation-vii,True,False
0786,786,Tapu Lele,Tapu Lele,tapu-lele,True,psychic|fairy,70,85,75,130,115,95,Psychic Surge|Telepathy,71,12,186,generation-vii,True,False
0787,787,Tapu Bulu,Tapu Bulu,tapu-bulu,True,grass|fairy,70,130,115,85,95,75,Grassy Surge|Telepathy,81,19,455,generation-vii,True,False
0788,788,Tapu Fini,Tapu Fini,tapu-fini,True,water|fairy,70,75,115,95,130,85,Misty Surge|Telepathy,71,13,212,generation-vii,True,False
0789,789,Cosmog,Cosmog,cosmog,True,psychic,43,29,31,29,31,37,Unaware,2,2,1,generation-vii,True,False
0790,790,Cosmoem,Cosmoem,cosmoem,True,psychic,43,29,131,29,131,37,Sturdy,2,1,9999,generation-vii,True,False
0791,791,Solgaleo,Solgaleo,solgaleo,True,psychic|steel,137,137,107,113,89,97,Full Metal Body,87,34,2300,generation-vii,True,False
0792,792,Lunala,Lunala,lunala,True,psychic|ghost,137,113,89,137,107,97,Shadow Shield,85,40,1200,generation-vii,True,False
0793,793,Nihilego,Nihilego,nihilego,True,rock|poison,109,53,47,127,131,103,Beast Boost,72,12,555,generation-vii,False,False
0794,794,Buzzwole,Buzzwole,buzzwole,True,bug|fighting,107,139,139,53,53,79,Beast Boost,65,24,3336,generation-vii,False,False
0795,795,Pheromosa,Pheromosa,pheromosa,True,bug|fighting,71,137,37,137,37,151,Beast Boost,66,18,250,generation-vii,False,False
0796,796,Xurkitree,Xurkitree,xurkitree,True,electric,83,89,71,173,71,83,Beast Boost,58,38,1000,generation-vii,False,False
0797,797,Celesteela,Celesteela,celesteela,True,steel|flying,97,101,103,107,101,61,Beast Boost,65,92,9999,generation-vii,False,False
0798,798,Kartana,Kartana,kartana,True,grass|steel,59,181,131,59,31,109,Beast Boost,45,3,1,generation-vii,False,False
0799,799,Guzzlord,Guzzlord,guzzlord,True,dark|dragon,223,101,53,97,53,43,Beast Boost,76,55,8880,generation-vii,False,False
0800,800,Necrozma,Necrozma,necrozma,True,psychic,97,107,101,127,89,79,Prism Armor,90,24,2300,generation-vii,True,False
0800,800,Necrozma,Necrozma Dusk,necrozma-dusk,False,psychic|steel,97,157,127,113,109,77,Prism Armor,90,38,4600,generation-vii,True,False
0800,800,Necrozma,Necrozma Dawn,necrozma-dawn,False,psychic|ghost,97,113,109,157,127,77,Prism Armor,90,42,3500,generation-vii,True,False
0800,800,Necrozma,Necrozma Ultra,necrozma-ultra,False,psychic|dragon,97,167,97,167,97,129,Neuroforce,75,75,2300,generation-vii,True,False
0801,801,Magearna,Magearna,magearna,True,steel|fairy,80,95,115,130,115,65,Soul Heart,104,10,805,generation-vii,False,True
0801,801,Magearna,Magearna Original,magearna-original,False,steel|fairy,80,95,115,130,115,65,Soul Heart,102,10,805,generation-vii,False,True
0801,801,Magearna,Magearna Mega,magearna-mega,False,steel|fairy,80,125,115,170,115,95,,0,13,2481,generation-vii,False,True
0801,801,Magearna,Magearna Original Mega,magearna-original-mega,False,steel|fairy,80,125,115,170,115,95,,0,13,2481,generation-vii,False,True
0802,802,Marshadow,Marshadow,marshadow,True,fighting|ghost,90,125,80,90,90,125,Technician,84,7,222,generation-vii,False,True
0803,803,Poipole,Poipole,poipole,True,poison,67,73,67,73,67,73,Beast Boost,37,6,18,generation-vii,False,False
0804,804,Naganadel,Naganadel,naganadel,True,poison|dragon,73,73,73,127,73,121,Beast Boost,77,36,1500,generation-vii,False,False
0805,805,Stakataka,Stakataka,stakataka,True,rock|steel,61,131,211,53,101,13,Beast Boost,66,55,8200,generation-vii,False,False
0806,806,Blacephalon,Blacephalon,blacephalon,True,fire|ghost,53,127,53,151,79,107,Beast Boost,66,18,130,generation-vii,False,False
0807,807,Zeraora,Zeraora,zeraora,True,electric,88,112,75,102,80,143,Volt Absorb,83,15,445,generation-vii,False,True
0807,807,Zeraora,Zeraora Mega,zeraora-mega,False,electric,88,157,75,147,80,153,,0,15,445,generation-vii,False,True
0808,808,Meltan,Meltan,meltan,True,steel,46,65,65,55,35,34,Magnet Pull,20,2,80,generation-vii,False,True
0809,809,Melmetal,Melmetal,melmetal,True,steel,135,143,143,80,65,34,Iron Fist,47,25,8000,generation-vii,False,True
0809,809,Melmetal,Melmetal Gmax,melmetal-gmax,False,steel,135,143,143,80,65,34,Iron Fist,0,250,10000,generation-vii,False,True
0810,810,Grookey,Grookey,grookey,True,grass,50,65,50,40,40,65,Overgrow|Grassy Surge,58,3,50,generation-viii,False,False
0811,811,Thwackey,Thwackey,thwackey,True,grass,70,85,70,55,60,80,Overgrow|Grassy Surge,60,7,140,generation-viii,False,False
0812,812,Rillaboom,Rillaboom,rillaboom,True,grass,100,125,90,60,70,85,Overgrow|Grassy Surge,83,21,900,generation-viii,False,False
0812,812,Rillaboom,Rillaboom Gmax,rillaboom-gmax,False,grass,100,125,90,60,70,85,Overgrow|Grassy Surge,0,280,10000,generation-viii,False,False
0813,813,Scorbunny,Scorbunny,scorbunny,True,fire,50,71,40,40,40,69,Blaze|Libero,56,3,45,generation-viii,False,False
0814,814,Raboot,Raboot,raboot,True,fire,65,86,60,55,60,94,Blaze|Libero,59,6,90,generation-viii,False,False
0815,815,Cinderace,Cinderace,cinderace,True,fire,80,116,75,65,75,119,Blaze|Libero,78,14,330,generation-viii,False,False
0815,815,Cinderace,Cinderace Gmax,cinderace-gmax,False,fire,80,116,75,65,75,119,Blaze|Libero,0,270,10000,generation-viii,False,False
0816,816,Sobble,Sobble,sobble,True,water,50,40,40,70,40,70,Torrent|Sniper,46,3,40,generation-viii,False,False
0817,817,Drizzile,Drizzile,drizzile,True,water,65,60,55,95,55,90,Torrent|Sniper,47,7,115,generation-viii,False,False
0818,818,Inteleon,Inteleon,inteleon,True,water,70,85,65,125,65,120,Torrent|Sniper,74,19,452,generation-viii,False,False
0818,818,Inteleon,Inteleon Gmax,inteleon-gmax,False,water,70,85,65,125,65,120,Torrent|Sniper,0,400,10000,generation-viii,False,False
0819,819,Skwovet,Skwovet,skwovet,True,normal,70,55,55,35,35,25,Cheek Pouch|Gluttony,47,3,25,generation-viii,False,False
0820,820,Greedent,Greedent,greedent,True,normal,120,95,95,55,75,20,Cheek Pouch|Gluttony,60,6,60,generation-viii,False,False
0821,821,Rookidee,Rookidee,rookidee,True,flying,38,47,35,33,35,57,Keen Eye|Unnerve|Big Pecks,47,2,18,generation-viii,False,False
0822,822,Corvisquire,Corvisquire,corvisquire,True,flying,68,67,55,43,55,77,Keen Eye|Unnerve|Big Pecks,44,8,160,generation-viii,False,False
0823,823,Corviknight,Corviknight,corviknight,True,flying|steel,98,87,105,53,85,67,Pressure|Unnerve|Mirror Armor,68,22,750,generation-viii,False,False
0823,823,Corviknight,Corviknight Gmax,corviknight-gmax,False,flying|steel,98,87,105,53,85,67,Pressure|Unnerve|Mirror Armor,0,140,10000,generation-viii,False,False
0824,824,Blipbug,Blipbug,blipbug,True,bug,25,20,20,25,45,45,Swarm|Compound Eyes|Telepathy,5,4,80,generation-viii,False,False
0825,825,Dottler,Dottler,dottler,True,bug|psychic,50,35,80,50,90,30,Swarm|Compound Eyes|Telepathy,40,4,195,generation-viii,False,False
0826,826,Orbeetle,Orbeetle,orbeetle,True,bug|psychic,60,45,110,80,120,90,Swarm|Frisk|Telepathy,53,4,408,generation-viii,False,False
0826,826,Orbeetle,Orbeetle Gmax,orbeetle-gmax,False,bug|psychic,60,45,110,80,120,90,Swarm|Frisk|Telepathy,0,140,10000,generation-viii,False,False
0827,827,Nickit,Nickit,nickit,True,dark,40,28,28,47,52,50,Run Away|Unburden|Stakeout,35,6,89,generation-viii,False,False
0828,828,Thievul,Thievul,thievul,True,dark,70,58,58,87,92,90,Run Away|Unburden|Stakeout,46,12,199,generation-viii,False,False
0829,829,Gossifleur,Gossifleur,gossifleur,True,grass,40,40,60,40,60,10,Cotton Down|Regenerator|Effect Spore,38,4,22,generation-viii,False,False
0830,830,Eldegoss,Eldegoss,eldegoss,True,grass,60,50,90,80,120,60,Cotton Down|Regenerator|Effect Spore,38,5,25,generation-viii,False,False
0831,831,Wooloo,Wooloo,wooloo,True,normal,42,40,55,40,45,48,Fluffy|Run Away|Bulletproof,30,6,60,generation-viii,False,False
0832,832,Dubwool,Dubwool,dubwool,True,normal,72,80,100,60,90,88,Fluffy|Steadfast|Bulletproof,38,13,430,generation-viii,False,False
0833,833,Chewtle,Chewtle,chewtle,True,water,50,64,50,38,38,44,Strong Jaw|Shell Armor|Swift Swim,43,3,85,generation-viii,False,False
0834,834,Drednaw,Drednaw,drednaw,True,water|rock,90,115,90,48,68,74,Strong Jaw|Shell Armor|Swift Swim,72,10,1155,generation-viii,False,False
0834,834,Drednaw,Drednaw Gmax,drednaw-gmax,False,water|rock,90,115,90,48,68,74,Strong Jaw|Shell Armor|Swift Swim,0,240,10000,generation-viii,False,False
0835,835,Yamper,Yamper,yamper,True,electric,59,45,50,40,50,26,Ball Fetch|Rattled,38,3,135,generation-viii,False,False
0836,836,Boltund,Boltund,boltund,True,electric,69,90,60,90,60,121,Strong Jaw|Competitive,43,10,340,generation-viii,False,False
0837,837,Rolycoly,Rolycoly,rolycoly,True,rock,30,40,50,40,50,30,Steam Engine|Heatproof|Flash Fire,43,3,120,generation-viii,False,False
0838,838,Carkol,Carkol,carkol,True,rock|fire,80,60,90,60,70,50,Steam Engine|Flame Body|Flash Fire,55,11,780,generation-viii,False,False
0839,839,Coalossal,Coalossal,coalossal,True,rock|fire,110,80,120,80,90,30,Steam Engine|Flame Body|Flash Fire,63,28,3105,generation-viii,False,False
0839,839,Coalossal,Coalossal Gmax,coalossal-gmax,False,rock|fire,110,80,120,80,90,30,Steam Engine|Flame Body|Flash Fire,0,420,10000,generation-viii,False,False
0840,840,Applin,Applin,applin,True,grass|dragon,40,40,80,40,40,20,Ripen|Gluttony|Bulletproof,11,2,5,generation-viii,False,False
0841,841,Flapple,Flapple,flapple,True,grass|dragon,70,110,80,95,60,70,Ripen|Gluttony|Hustle,52,3,10,generation-viii,False,False
0841,841,Flapple,Flapple Gmax,flapple-gmax,False,grass|dragon,70,110,80,95,60,70,Ripen|Gluttony|Hustle,0,240,10000,generation-viii,False,False
0842,842,Appletun,Appletun,appletun,True,grass|dragon,110,85,80,100,80,30,Ripen|Gluttony|Thick Fat,60,4,130,generation-viii,False,False
0842,842,Appletun,Appletun Gmax,appletun-gmax,False,grass|dragon,110,85,80,100,80,30,Ripen|Gluttony|Thick Fat,0,240,10000,generation-viii,False,False
0843,843,Silicobra,Silicobra,silicobra,True,ground,52,57,75,35,50,46,Sand Spit|Shed Skin|Sand Veil,43,22,76,generation-viii,False,False
0844,844,Sandaconda,Sandaconda,sandaconda,True,ground,72,107,125,65,70,71,Sand Spit|Shed Skin|Sand Veil,53,38,655,generation-viii,False,False
0844,844,Sandaconda,Sandaconda Gmax,sandaconda-gmax,False,ground,72,107,125,65,70,71,Sand Spit|Shed Skin|Sand Veil,0,220,10000,generation-viii,False,False
0845,845,Cramorant,Cramorant,cramorant,True,flying|water,70,85,55,85,95,85,Gulp Missile,61,8,180,generation-viii,False,False
0845,845,Cramorant,Cramorant Gulping,cramorant-gulping,False,flying|water,70,85,55,85,95,85,Gulp Missile,51,8,180,generation-viii,False,False
0845,845,Cramorant,Cramorant Gorging,cramorant-gorging,False,flying|water,70,85,55,85,95,85,Gulp Missile,51,8,180,generation-viii,False,False
0846,846,Arrokuda,Arrokuda,arrokuda,True,water,41,63,40,40,30,66,Swift Swim|Propeller Tail,46,5,10,generation-viii,False,False
0847,847,Barraskewda,Barraskewda,barraskewda,True,water,61,123,60,60,50,136,Swift Swim|Propeller Tail,47,13,300,generation-viii,False,False
0848,848,Toxel,Toxel,toxel,True,electric|poison,40,38,35,54,35,40,Rattled|Static|Klutz,21,4,110,generation-viii,False,False
0849,849,Toxtricity,Toxtricity Amped,toxtricity-amped,True,electric|poison,75,98,70,114,70,75,Punk Rock|Plus|Technician,80,16,400,generation-viii,False,False
0849,849,Toxtricity,Toxtricity Low Key,toxtricity-low-key,False,electric|poison,75,98,70,114,70,75,Punk Rock|Minus|Technician,81,16,400,generation-viii,False,False
0849,849,Toxtricity,Toxtricity Amped Gmax,toxtricity-amped-gmax,False,electric|poison,75,98,70,114,70,75,Punk Rock|Plus|Technician,0,240,10000,generation-viii,False,False
0849,849,Toxtricity,Toxtricity Low Key Gmax,toxtricity-low-key-gmax,False,electric|poison,75,98,70,114,70,75,Punk Rock|Minus|Technician,0,240,10000,generation-viii,False,False
0850,850,Sizzlipede,Sizzlipede,sizzlipede,True,fire|bug,50,65,45,50,50,45,Flash Fire|White Smoke|Flame Body,37,7,10,generation-viii,False,False
0851,851,Centiskorch,Centiskorch,centiskorch,True,fire|bug,100,115,65,90,90,65,Flash Fire|White Smoke|Flame Body,46,30,1200,generation-viii,False,False
0851,851,Centiskorch,Centiskorch Gmax,centiskorch-gmax,False,fire|bug,100,115,65,90,90,65,Flash Fire|White Smoke|Flame Body,0,750,10000,generation-viii,False,False
0852,852,Clobbopus,Clobbopus,clobbopus,True,fighting,50,68,60,50,50,32,Limber|Technician,42,6,40,generation-viii,False,False
0853,853,Grapploct,Grapploct,grapploct,True,fighting,80,118,90,70,80,42,Limber|Technician,50,16,390,generation-viii,False,False
0854,854,Sinistea,Sinistea,sinistea,True,ghost,40,45,45,74,54,50,Weak Armor|Cursed Body,46,1,2,generation-viii,False,False
0855,855,Polteageist,Polteageist,polteageist,True,ghost,60,65,65,134,114,70,Weak Armor|Cursed Body,54,2,4,generation-viii,False,False
0856,856,Hatenna,Hatenna,hatenna,True,psychic,42,30,45,56,53,39,Healer|Anticipation|Magic Bounce,51,4,34,generation-viii,False,False
0857,857,Hattrem,Hattrem,hattrem,True,psychic,57,40,65,86,73,49,Healer|Anticipation|Magic Bounce,49,6,48,generation-viii,False,False
0858,858,Hatterene,Hatterene,hatterene,True,psychic|fairy,57,90,95,136,103,29,Healer|Anticipation|Magic Bounce,66,21,51,generation-viii,False,False
0858,858,Hatterene,Hatterene Gmax,hatterene-gmax,False,psychic|fairy,57,90,95,136,103,29,Healer|Anticipation|Magic Bounce,0,260,10000,generation-viii,False,False
0859,859,Impidimp,Impidimp,impidimp,True,dark|fairy,45,45,30,55,40,50,Prankster|Frisk|Pickpocket,50,4,55,generation-viii,False,False
0860,860,Morgrem,Morgrem,morgrem,True,dark|fairy,65,60,45,75,55,70,Prankster|Frisk|Pickpocket,52,8,125,generation-viii,False,False
0861,861,Grimmsnarl,Grimmsnarl,grimmsnarl,True,dark|fairy,95,120,65,95,75,60,Prankster|Frisk|Pickpocket,75,15,610,generation-viii,False,False
0861,861,Grimmsnarl,Grimmsnarl Gmax,grimmsnarl-gmax,False,dark|fairy,95,120,65,95,75,60,Prankster|Frisk|Pickpocket,0,320,10000,generation-viii,False,False
0862,862,Obstagoon,Obstagoon,obstagoon,True,dark|normal,93,90,101,60,81,95,Reckless|Guts|Defiant,81,16,460,generation-viii,False,False
0863,863,Perrserker,Perrserker,perrserker,True,steel,70,110,100,50,60,50,Battle Armor|Tough Claws|Steely Spirit,78,8,280,generation-viii,False,False
0864,864,Cursola,Cursola,cursola,True,ghost,60,95,50,145,130,30,Weak Armor|Perish Body,69,10,4,generation-viii,False,False
0865,865,Sirfetch'd,Sirfetch'd,sirfetchd,True,fighting,62,135,95,68,82,65,Steadfast|Scrappy,44,8,1170,generation-viii,False,False
0866,866,Mr Rime,Mr Rime,mr-rime,True,ice|psychic,80,85,75,110,100,70,Tangled Feet|Screen Cleaner|Ice Body,89,15,582,generation-viii,False,False
0867,867,Runerigus,Runerigus,runerigus,True,ground|ghost,58,95,145,50,105,30,Wandering Spirit,67,16,666,generation-viii,False,False
0868,868,Milcery,Milcery,milcery,True,fairy,45,40,40,50,61,34,Sweet Veil|Aroma Veil,27,2,3,generation-viii,False,False
0869,869,Alcremie,Alcremie,alcremie,True,fairy,65,60,75,110,121,64,Sweet Veil|Aroma Veil,55,3,5,generation-viii,False,False
0869,869,Alcremie,Alcremie Gmax,alcremie-gmax,False,fairy,65,60,75,110,121,64,Sweet Veil|Aroma Veil,0,300,10000,generation-viii,False,False
0870,870,Falinks,Falinks,falinks,True,fighting,65,100,100,70,60,75,Battle Armor|Defiant,57,30,620,generation-viii,False,False
0870,870,Falinks,Falinks Mega,falinks-mega,False,fighting,65,135,135,70,65,100,,0,16,990,generation-viii,False,False
0871,871,Pincurchin,Pincurchin,pincurchin,True,electric,48,101,95,91,85,15,Lightning Rod|Electric Surge,60,3,10,generation-viii,False,False
0872,872,Snom,Snom,snom,True,ice|bug,30,25,35,45,30,20,Shield Dust|Ice Scales,21,3,38,generation-viii,False,False
0873,873,Frosmoth,Frosmoth,frosmoth,True,ice|bug,70,65,60,125,90,65,Shield Dust|Ice Scales,56,13,420,generation-viii,False,False
0874,874,Stonjourner,Stonjourner,stonjourner,True,rock,100,125,135,20,20,70,Power Spot,55,25,5200,generation-viii,False,False
0875,875,Eiscue,Eiscue Ice,eiscue-ice,True,ice,75,80,110,65,90,50,Ice Face,55,14,890,generation-viii,False,False
0875,875,Eiscue,Eiscue Noice,eiscue-noice,False,ice,75,80,70,65,50,130,Ice Face,55,14,890,generation-viii,False,False
0876,876,Indeedee,Indeedee Male,indeedee-male,True,psychic|normal,60,65,55,105,95,95,Inner Focus|Synchronize|Psychic Surge,57,9,280,generation-viii,False,False
0876,876,Indeedee,Indeedee Female,indeedee-female,False,psychic|normal,70,55,65,95,105,85,Own Tempo|Synchronize|Psychic Surge,58,9,280,generation-viii,False,False
0877,877,Morpeko,Morpeko Full Belly,morpeko-full-belly,True,electric|dark,58,95,58,70,58,97,Hunger Switch,74,3,30,generation-viii,False,False
0877,877,Morpeko,Morpeko Hangry,morpeko-hangry,False,electric|dark,58,95,58,70,58,97,Hunger Switch,74,3,30,generation-viii,False,False
0878,878,Cufant,Cufant,cufant,True,steel,72,80,49,40,49,40,Sheer Force|Heavy Metal,57,12,1000,generation-viii,False,False
0879,879,Copperajah,Copperajah,copperajah,True,steel,122,130,69,80,69,30,Sheer Force|Heavy Metal,64,30,6500,generation-viii,False,False
