display_name,species_display_name,form_display_name,dex_number,sprite_form,form_api_name,is_shiny,sprite_type,types,base_stats,original_filename,local_filename,local_path,source_page,image_url
Vivillon,Vivillon,Vivillon,0666,Continental,vivillon,False,normal,bug|flying,"{""hp"": 80, ""attack"": 52, ""defense"": 50, ""special_attack"": 90, ""special_defense"": 50, ""speed"": 89}",Menu CP 0666-Continental.png,Menu_CP_0666-Continental.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0666-Continental.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0666-Continental.png,https://archives.bulbagarden.net/media/upload/8/88/Menu_CP_0666-Continental.png
Vivillon,Vivillon,Vivillon,0666,Elegant,vivillon,False,normal,bug|flying,"{""hp"": 80, ""attack"": 52, ""defense"": 50, ""special_attack"": 90, ""special_defense"": 50, ""speed"": 89}",Menu CP 0666-Elegant.png,Menu_CP_0666-Elegant.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0666-Elegant.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0666-Elegant.png,https://archives.bulbagarden.net/media/upload/1/17/Menu_CP_0666-Elegant.png
Vivillon,Vivillon,Vivillon,0666,Fancy,vivillon,False,normal,bug|flying,"{""hp"": 80, ""attack"": 52, ""defense"": 50, ""special_attack"": 90, ""special_defense"": 50, ""speed"": 89}",Menu CP 0666-Fancy.png,Menu_CP_0666-Fancy.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0666-Fancy.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0666-Fancy.png,https://archives.bulbagarden.net/media/upload/8/81/Menu_CP_0666-Fancy.png
Vivillon,Vivillon,Vivillon,0666,Garden,vivillon,False,normal,bug|flying,"{""hp"": 80, ""attack"": 52, ""defense"": 50, ""special_attack"": 90, ""special_defense"": 50, ""speed"": 89}",Menu CP 0666-Garden.png,Menu_CP_0666-Garden.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0666-Garden.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0666-Garden.png,https://archives.bulbagarden.net/media/upload/9/9e/Menu_CP_0666-Garden.png
Vivillon,Vivillon,Vivillon,0666,High Plains,vivillon,False,normal,bug|flying,"{""hp"": 80, ""attack"": 52, ""defense"": 50, ""special_attack"": 90, ""special_defense"": 50, ""speed"": 89}",Menu CP 0666-High Plains.png,Menu_CP_0666-High_Plains.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0666-High_Plains.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0666-High_Plains.png,https://archives.bulbagarden.net/media/upload/8/80/Menu_CP_0666-High_Plains.png
Vivillon,Vivillon,Vivillon,0666,Icy Snow,vivillon,False,normal,bug|flying,"{""hp"": 80, ""attack"": 52, ""defense"": 50, ""special_attack"": 90, ""special_defense"": 50, ""speed"": 89}",Menu CP 0666-Icy Snow.png,Menu_CP_0666-Icy_Snow.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0666-Icy_Snow.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0666-Icy_Snow.png,https://archives.bulbagarden.net/media/upload/c/c7/Menu_CP_0666-Icy_Snow.png
Vivillon,Vivillon,Vivillon,0666,Jungle,vivillon,False,normal,bug|flying,"{""hp"": 80, ""attack"": 52, ""defense"": 50, ""special_attack"": 90, ""special_defense"": 50, ""speed"": 89}",Menu CP 0666-Jungle.png,Menu_CP_0666-Jungle.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0666-Jungle.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0666-Jungle.png,https://archives.bulbagarden.net/media/upload/d/d0/Menu_CP_0666-Jungle.png
Vivillon,Vivillon,Vivillon,0666,Marine,vivillon,False,normal,bug|flying,"{""hp"": 80, ""attack"": 52, ""defense"": 50, ""special_attack"": 90, ""special_defense"": 50, ""speed"": 89}",Menu CP 0666-Marine.png,Menu_CP_0666-Marine.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0666-Marine.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0666-Marine.png,https://archives.bulbagarden.net/media/upload/8/82/Menu_CP_0666-Marine.png
Vivillon,Vivillon,Vivillon,0666,Modern,vivillon,False,normal,bug|flying,"{""hp"": 80, ""attack"": 52, ""defense"": 50, ""special_attack"": 90, ""special_defense"": 50, ""speed"": 89}",Menu CP 0666-Modern.png,Menu_CP_0666-Modern.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0666-Modern.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0666-Modern.png,https://archives.bulbagarden.net/media/upload/b/bd/Menu_CP_0666-Modern.png
Vivillon,Vivillon,Vivillon,0666,Monsoon,vivillon,False,normal,bug|flying,"{""hp"": 80, ""attack"": 52, ""defense"": 50, ""special_attack"": 90, ""special_defense"": 50, ""speed"": 89}",Menu CP 0666-Monsoon.png,Menu_CP_0666-Monsoon.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0666-Monsoon.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0666-Monsoon.png,https://archives.bulbagarden.net/media/upload/c/cc/Menu_CP_0666-Monsoon.png
Vivillon,Vivillon,Vivillon,0666,Ocean,vivillon,False,normal,bug|flying,"{""hp"": 80, ""attack"": 52, ""defense"": 50, ""special_attack"": 90, ""special_defense"": 50, ""speed"": 89}",Menu CP 0666-Ocean.png,Menu_CP_0666-Ocean.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0666-Ocean.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0666-Ocean.png,https://archives.bulbagarden.net/media/upload/e/e6/Menu_CP_0666-Ocean.png
Vivillon,Vivillon,Vivillon,0666,Pok%C3%A9 Ball,vivillon,False,normal,bug|flying,"{""hp"": 80, ""attack"": 52, ""defense"": 50, ""special_attack"": 90, ""special_defense"": 50, ""speed"": 89}",Menu CP 0666-Pok%C3%A9 Ball.png,Menu_CP_0666-Pok%C3%A9_Ball.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0666-Pok%C3%A9_Ball.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0666-Pok%C3%A9_Ball.png,https://archives.bulbagarden.net/media/upload/f/f7/Menu_CP_0666-Pok%C3%A9_Ball.png
Vivillon,Vivillon,Vivillon,0666,Polar,vivillon,False,normal,bug|flying,"{""hp"": 80, ""attack"": 52, ""defense"": 50, ""special_attack"": 90, ""special_defense"": 50, ""speed"": 89}",Menu CP 0666-Polar.png,Menu_CP_0666-Polar.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0666-Polar.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0666-Polar.png,https://archives.bulbagarden.net/media/upload/4/44/Menu_CP_0666-Polar.png
Vivillon,Vivillon,Vivillon,0666,River,vivillon,False,normal,bug|flying,"{""hp"": 80, ""attack"": 52, ""defense"": 50, ""special_attack"": 90, ""special_defense"": 50, ""speed"": 89}",Menu CP 0666-River.png,Menu_CP_0666-River.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0666-River.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0666-River.png,https://archives.bulbagarden.net/media/upload/f/fd/Menu_CP_0666-River.png
Vivillon,Vivillon,Vivillon,0666,Sandstorm,vivillon,False,normal,bug|flying,"{""hp"": 80, ""attack"": 52, ""defense"": 50, ""special_attack"": 90, ""special_defense"": 50, ""speed"": 89}",Menu CP 0666-Sandstorm.png,Menu_CP_0666-Sandstorm.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0666-Sandstorm.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0666-Sandstorm.png,https://archives.bulbagarden.net/media/upload/4/40/Menu_CP_0666-Sandstorm.png
Vivillon,Vivillon,Vivillon,0666,Savanna,vivillon,False,normal,bug|flying,"{""hp"": 80, ""attack"": 52, ""defense"": 50, ""special_attack"": 90, ""special_defense"": 50, ""speed"": 89}",Menu CP 0666-Savanna.png,Menu_CP_0666-Savanna.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0666-Savanna.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0666-Savanna.png,https://archives.bulbagarden.net/media/upload/d/d0/Menu_CP_0666-Savanna.png
Vivillon,Vivillon,Vivillon,0666,Sun,vivillon,False,normal,bug|flying,"{""hp"": 80, ""attack"": 52, ""defense"": 50, ""special_attack"": 90, ""special_defense"": 50, ""speed"": 89}",Menu CP 0666-Sun.png,Menu_CP_0666-Sun.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0666-Sun.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0666-Sun.png,https://archives.bulbagarden.net/media/upload/6/62/Menu_CP_0666-Sun.png
Vivillon,Vivillon,Vivillon,0666,Tundra,vivillon,False,normal,bug|flying,"{""hp"": 80, ""attack"": 52, ""defense"": 50, ""special_attack"": 90, ""special_defense"": 50, ""speed"": 89}",Menu CP 0666-Tundra.png,Menu_CP_0666-Tundra.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0666-Tundra.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0666-Tundra.png,https://archives.bulbagarden.net/media/upload/3/3c/Menu_CP_0666-Tundra.png
Vivillon,Vivillon,Vivillon,0666,,vivillon,False,normal,bug|flying,"{""hp"": 80, ""attack"": 52, ""defense"": 50, ""special_attack"": 90, ""special_defense"": 50, ""speed"": 89}",Menu CP 0666.png,Menu_CP_0666.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0666.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0666.png,https://archives.bulbagarden.net/media/upload/1/12/Menu_CP_0666.png
Floette Eternal,Floette,Floette Eternal,0670,Eternal,floette-eternal,False,normal,fairy,"{""hp"": 74, ""attack"": 65, ""defense"": 67, ""special_attack"": 125, ""special_defense"": 128, ""speed"": 92}",Menu CP 0670-Eternal.png,Menu_CP_0670-Eternal.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0670-Eternal.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0670-Eternal.png,https://archives.bulbagarden.net/media/upload/1/1e/Menu_CP_0670-Eternal.png
Floette Mega,Floette,Floette Mega,0670,Mega,floette-mega,False,normal,fairy,"{""hp"": 74, ""attack"": 85, ""defense"": 87, ""special_attack"": 155, ""special_defense"": 148, ""speed"": 102}",Menu CP 0670-Mega.png,Menu_CP_0670-Mega.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0670-Mega.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0670-Mega.png,https://archives.bulbagarden.net/media/upload/0/04/Menu_CP_0670-Mega.png
Florges,Florges,Florges,0671,Blue,florges,False,normal,fairy,"{""hp"": 78, ""attack"": 65, ""defense"": 68, ""special_attack"": 112, ""special_defense"": 154, ""speed"": 75}",Menu CP 0671-Blue.png,Menu_CP_0671-Blue.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0671-Blue.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0671-Blue.png,https://archives.bulbagarden.net/media/upload/5/54/Menu_CP_0671-Blue.png
Florges,Florges,Florges,0671,Orange,florges,False,normal,fairy,"{""hp"": 78, ""attack"": 65, ""defense"": 68, ""special_attack"": 112, ""special_defense"": 154, ""speed"": 75}",Menu CP 0671-Orange.png,Menu_CP_0671-Orange.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0671-Orange.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0671-Orange.png,https://archives.bulbagarden.net/media/upload/2/22/Menu_CP_0671-Orange.png
Florges,Florges,Florges,0671,White,florges,False,normal,fairy,"{""hp"": 78, ""attack"": 65, ""defense"": 68, ""special_attack"": 112, ""special_defense"": 154, ""speed"": 75}",Menu CP 0671-White.png,Menu_CP_0671-White.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0671-White.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0671-White.png,https://archives.bulbagarden.net/media/upload/6/65/Menu_CP_0671-White.png
Florges,Florges,Florges,0671,Yellow,florges,False,normal,fairy,"{""hp"": 78, ""attack"": 65, ""defense"": 68, ""special_attack"": 112, ""special_defense"": 154, ""speed"": 75}",Menu CP 0671-Yellow.png,Menu_CP_0671-Yellow.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0671-Yellow.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0671-Yellow.png,https://archives.bulbagarden.net/media/upload/0/07/Menu_CP_0671-Yellow.png
Florges,Florges,Florges,0671,,florges,False,normal,fairy,"{""hp"": 78, ""attack"": 65, ""defense"": 68, ""special_attack"": 112, ""special_defense"": 154, ""speed"": 75}",Menu CP 0671.png,Menu_CP_0671.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0671.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0671.png,https://archives.bulbagarden.net/media/upload/6/62/Menu_CP_0671.png
Pangoro,Pangoro,Pangoro,0675,,pangoro,False,normal,fighting|dark,"{""hp"": 95, ""attack"": 124, ""defense"": 78, ""special_attack"": 69, ""special_defense"": 71, ""speed"": 58}",Menu CP 0675.png,Menu_CP_0675.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0675.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0675.png,https://archives.bulbagarden.net/media/upload/6/68/Menu_CP_0675.png
Furfrou,Furfrou,Furfrou,0676,Dandy,furfrou,False,normal,normal,"{""hp"": 75, ""attack"": 80, ""defense"": 60, ""special_attack"": 65, ""special_defense"": 90, ""speed"": 102}",Menu CP 0676-Dandy.png,Menu_CP_0676-Dandy.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0676-Dandy.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0676-Dandy.png,https://archives.bulbagarden.net/media/upload/e/ec/Menu_CP_0676-Dandy.png
Furfrou,Furfrou,Furfrou,0676,Debutante,furfrou,False,normal,normal,"{""hp"": 75, ""attack"": 80, ""defense"": 60, ""special_attack"": 65, ""special_defense"": 90, ""speed"": 102}",Menu CP 0676-Debutante.png,Menu_CP_0676-Debutante.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0676-Debutante.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0676-Debutante.png,https://archives.bulbagarden.net/media/upload/b/b7/Menu_CP_0676-Debutante.png
Furfrou,Furfrou,Furfrou,0676,Diamond,furfrou,False,normal,normal,"{""hp"": 75, ""attack"": 80, ""defense"": 60, ""special_attack"": 65, ""special_defense"": 90, ""speed"": 102}",Menu CP 0676-Diamond.png,Menu_CP_0676-Diamond.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0676-Diamond.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0676-Diamond.png,https://archives.bulbagarden.net/media/upload/2/20/Menu_CP_0676-Diamond.png
Furfrou,Furfrou,Furfrou,0676,Heart,furfrou,False,normal,normal,"{""hp"": 75, ""attack"": 80, ""defense"": 60, ""special_attack"": 65, ""special_defense"": 90, ""speed"": 102}",Menu CP 0676-Heart.png,Menu_CP_0676-Heart.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0676-Heart.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0676-Heart.png,https://archives.bulbagarden.net/media/upload/7/70/Menu_CP_0676-Heart.png
Furfrou,Furfrou,Furfrou,0676,Kabuki,furfrou,False,normal,normal,"{""hp"": 75, ""attack"": 80, ""defense"": 60, ""special_attack"": 65, ""special_defense"": 90, ""speed"": 102}",Menu CP 0676-Kabuki.png,Menu_CP_0676-Kabuki.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0676-Kabuki.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0676-Kabuki.png,https://archives.bulbagarden.net/media/upload/3/30/Menu_CP_0676-Kabuki.png
Furfrou,Furfrou,Furfrou,0676,La Reine,furfrou,False,normal,normal,"{""hp"": 75, ""attack"": 80, ""defense"": 60, ""special_attack"": 65, ""special_defense"": 90, ""speed"": 102}",Menu CP 0676-La Reine.png,Menu_CP_0676-La_Reine.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0676-La_Reine.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0676-La_Reine.png,https://archives.bulbagarden.net/media/upload/d/d6/Menu_CP_0676-La_Reine.png
Furfrou,Furfrou,Furfrou,0676,Matron,furfrou,False,normal,normal,"{""hp"": 75, ""attack"": 80, ""defense"": 60, ""special_attack"": 65, ""special_defense"": 90, ""speed"": 102}",Menu CP 0676-Matron.png,Menu_CP_0676-Matron.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0676-Matron.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0676-Matron.png,https://archives.bulbagarden.net/media/upload/2/23/Menu_CP_0676-Matron.png
Furfrou,Furfrou,Furfrou,0676,Pharaoh,furfrou,False,normal,normal,"{""hp"": 75, ""attack"": 80, ""defense"": 60, ""special_attack"": 65, ""special_defense"": 90, ""speed"": 102}",Menu CP 0676-Pharaoh.png,Menu_CP_0676-Pharaoh.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0676-Pharaoh.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0676-Pharaoh.png,https://archives.bulbagarden.net/media/upload/0/04/Menu_CP_0676-Pharaoh.png
Furfrou,Furfrou,Furfrou,0676,Star,furfrou,False,normal,normal,"{""hp"": 75, ""attack"": 80, ""defense"": 60, ""special_attack"": 65, ""special_defense"": 90, ""speed"": 102}",Menu CP 0676-Star.png,Menu_CP_0676-Star.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0676-Star.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0676-Star.png,https://archives.bulbagarden.net/media/upload/3/3e/Menu_CP_0676-Star.png
Furfrou,Furfrou,Furfrou,0676,,furfrou,False,normal,normal,"{""hp"": 75, ""attack"": 80, ""defense"": 60, ""special_attack"": 65, ""special_defense"": 90, ""speed"": 102}",Menu CP 0676.png,Menu_CP_0676.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0676.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0676.png,https://archives.bulbagarden.net/media/upload/6/6d/Menu_CP_0676.png
Meowstic Female,Meowstic,Meowstic Female,0678,Female,meowstic-female,False,normal,psychic,"{""hp"": 74, ""attack"": 48, ""defense"": 76, ""special_attack"": 83, ""special_defense"": 81, ""speed"": 104}",Menu CP 0678-Female.png,Menu_CP_0678-Female.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0678-Female.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0678-Female.png,https://archives.bulbagarden.net/media/upload/7/70/Menu_CP_0678-Female.png
Meowstic Mega,Meowstic,Meowstic Mega,0678,Mega,meowstic-mega,False,normal,psychic,"{""hp"": 74, ""attack"": 48, ""defense"": 76, ""special_attack"": 143, ""special_defense"": 101, ""speed"": 124}",Menu CP 0678-Mega.png,Menu_CP_0678-Mega.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0678-Mega.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0678-Mega.png,https://archives.bulbagarden.net/media/upload/8/83/Menu_CP_0678-Mega.png
Meowstic Male,Meowstic,Meowstic Male,0678,,meowstic-male,False,normal,psychic,"{""hp"": 74, ""attack"": 48, ""defense"": 76, ""special_attack"": 83, ""special_defense"": 81, ""speed"": 104}",Menu CP 0678.png,Menu_CP_0678.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0678.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0678.png,https://archives.bulbagarden.net/media/upload/d/dd/Menu_CP_0678.png
Aegislash Blade,Aegislash,Aegislash Blade,0681,Blade,aegislash-blade,False,normal,steel|ghost,"{""hp"": 60, ""attack"": 140, ""defense"": 50, ""special_attack"": 140, ""special_defense"": 50, ""speed"": 60}",Menu CP 0681-Blade.png,Menu_CP_0681-Blade.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0681-Blade.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0681-Blade.png,https://archives.bulbagarden.net/media/upload/6/63/Menu_CP_0681-Blade.png
Aegislash Shield,Aegislash,Aegislash Shield,0681,,aegislash-shield,False,normal,steel|ghost,"{""hp"": 60, ""attack"": 50, ""defense"": 140, ""special_attack"": 50, ""special_defense"": 140, ""speed"": 60}",Menu CP 0681.png,Menu_CP_0681.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0681.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0681.png,https://archives.bulbagarden.net/media/upload/1/15/Menu_CP_0681.png
Aromatisse,Aromatisse,Aromatisse,0683,,aromatisse,False,normal,fairy,"{""hp"": 101, ""attack"": 72, ""defense"": 72, ""special_attack"": 99, ""special_defense"": 89, ""speed"": 29}",Menu CP 0683.png,Menu_CP_0683.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\normal\Menu_CP_0683.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0683.png,https://archives.bulbagarden.net/media/upload/c/cf/Menu_CP_0683.png
